id symbol chr strand nprots ntrans SV WT WT_prots SV_prots min_skipped_exon max_skipped_exon min_skipped_bases max_skipped_bases
31547 ENSG00000187240 DYNC2H1 11 + 6 0 103005149:103306671 103005149:103006224|103006364:103006449|103006678:103013997|103014125:103018501|103018617:103019219|103019347:103022865|103023015:103024032|103024238:103025180|103025336:103025424|103025539:103026060|103026231:103027117|103027500:103029406|103029539:103029639|103029757:103031661|103031774:103033757|103033877:103036627|103036778:103039484|103039690:103040837|103041020:103041615|103041798:103043811|103044035:103044784|103044900:103046964|103047164:103048285|103048550:103049755|103049963:103052486|103052616:103055625|103055781:103056971|103057231:103058069|103058316:103059226|103059378:103060401|103060546:103062246|103062349:103062826|103062994:103068662|103068793:103069957|103070206:103070775|103070884:103074392|103074506:103075551|103075694:103080605|103080690:103082518|103082673:103086450|103086588:103090644|103090758:103091352|103091513:103092759|103092883:103093694|103093816:103101989|103102076:103104763|103104890:103106401|103106543:103107159|103107269:103114422|103114521:103115980|103116104:103124014|103124178:103126144|103126264:103126835|103126970:103128337|103128481:103130617|103130707:103151077|103151143:103152908|103152959:103153737|103153815:103156984|103157116:103158262|103158335:103173822|103173983:103175324|103175450:103178450|103178561:103182607|103182763:103187274|103187350:103191758|103191967:103194614|103194719:103228971|103229088:103270391|103270601:103306671|103107269:103112256|103112277:103114422 ENSP00000364887|ENSP00000381167 ENSP00000334021 69 70 10161 10182
41385 ENSG00000187240 DYNC2H1 11 + 5 5 103005149:103306671 103005149:103006224|103006364:103006449|103006678:103013997|103014125:103018501|103018617:103019219|103019347:103022865|103023015:103024032|103024238:103025180|103025336:103025424|103025539:103026060|103026231:103027117|103027500:103029406|103029539:103029639|103029757:103031661|103031774:103033757|103033877:103036627|103036778:103039484|103039690:103040837|103041020:103041615|103041798:103043811|103044035:103044784|103044900:103046964|103047164:103048285|103048550:103049755|103049963:103052486|103052616:103055625|103055781:103056971|103057231:103058069|103058316:103059226|103059378:103060401|103060546:103062246|103062349:103062826|103062994:103068662|103068793:103069957|103070206:103070775|103070884:103074392|103074506:103075551|103075694:103080605|103080690:103082518|103082673:103086450|103086588:103090644|103090758:103091352|103091513:103092759|103092883:103093694|103093816:103101989|103102076:103104763|103104890:103106401|103106543:103107159|103107269:103114422|103114521:103115980|103116104:103124014|103124178:103126144|103126264:103126835|103126970:103128337|103128481:103130617|103130707:103151077|103151143:103152908|103152959:103153737|103153815:103156984|103157116:103158262|103158335:103173822|103173983:103175324|103175450:103178450|103178561:103182607|103182763:103187274|103187350:103191758|103191967:103194614|103194719:103228971|103229088:103270391|103270601:103306671|103107269:103112256|103112277:103114422 ENSP00000364887|ENSP00000381167 ENSP00000334021 69 70 10161 10182
58153 ENSG00000187240 DYNC2H1 11 + 5 9 103134420:103435943 103134420:103135495|103135635:103135720|103135949:103143268|103143396:103147772|103147888:103148490|103148618:103152136|103152286:103153303|103153509:103154451|103154607:103154695|103154810:103155331|103155502:103156388|103156771:103158677|103158810:103158910|103159028:103160932|103161045:103163028|103163148:103165898|103166049:103168755|103168961:103170108|103170291:103170886|103171069:103173082|103173306:103174055|103174171:103176235|103176435:103177556|103177821:103179026|103179234:103181757|103181887:103184896|103185052:103186242|103186502:103187340|103187587:103188497|103188649:103189672|103189817:103191517|103191620:103192097|103192265:103197933|103198064:103199228|103199477:103200046|103200155:103203663|103203777:103204822|103204965:103209876|103209961:103211789|103211944:103215721|103215859:103219915|103220029:103220623|103220784:103222030|103222154:103222965|103223087:103231260|103231347:103234034|103234161:103235672|103235814:103236430|103236540:103243693|103243792:103245251|103245375:103253285|103253449:103255415|103255535:103256106|103256241:103257608|103257752:103259888|103259978:103280348|103280414:103282179|103282230:103283008|103283086:103286255|103286387:103287533|103287606:103303093|103303254:103304595|103304721:103307721|103307832:103311878|103312034:103316545|103316621:103321029|103321238:103323886|103323991:103358243|103358360:103399663|103399873:103435943|103236540:103241527|103241548:103243693 ENSP00000364887|ENSP00000381167 ENSP00000334021 69 70 10161 10182
74195 ENSG00000187240 DYNC2H1 11 + 5 9 103134420:103435943 103134420:103135495|103135635:103135720|103135949:103143268|103143396:103147772|103147888:103148490|103148618:103152136|103152286:103153303|103153509:103154451|103154607:103154695|103154810:103155331|103155502:103156388|103156771:103158677|103158810:103158910|103159028:103160932|103161045:103163028|103163148:103165898|103166049:103168755|103168961:103170108|103170291:103170886|103171069:103173082|103173306:103174055|103174171:103176235|103176435:103177556|103177821:103179026|103179234:103181757|103181887:103184896|103185052:103186242|103186502:103187340|103187587:103188497|103188649:103189672|103189817:103191517|103191620:103192097|103192265:103197933|103198064:103199228|103199477:103200046|103200155:103203663|103203777:103204822|103204965:103209876|103209961:103211789|103211944:103215721|103215859:103219915|103220029:103220623|103220784:103222030|103222154:103222965|103223087:103231260|103231347:103234034|103234161:103235672|103235814:103236430|103236540:103243693|103243792:103245251|103245375:103253285|103253449:103255415|103255535:103256106|103256241:103257608|103257752:103259888|103259978:103280348|103280414:103282179|103282230:103283008|103283086:103286255|103286387:103287533|103287606:103303093|103303254:103304595|103304721:103307721|103307832:103311878|103312034:103316545|103316621:103321029|103321238:103323886|103323991:103358243|103358360:103399663|103399873:103435943|103236540:103241527|103241548:103243693 ENSP00000364887|ENSP00000381167 ENSP00000334021 69 70 10161 10182
82208 ENSMUSG00000075249 Fsip2 2 + 3 3 82983783:82997964 82983783:82984369|82994028:82997964 ENSMUSP00000120314 ENSMUSP00000122350 1 1 9659 9659
2261 ENSG00000188738.13 FSIP2 chr2 + 5 7 185797527:185813545 185797527:185799697|185809134:185813545 ENSP00000401306.1|ENSP00000344403.5 ENSP00000390251.1 1 1 9437 9437
18488 ENSG00000188738 FSIP2 2 + 6 0 186662254:186678272 186662254:186664424|186673861:186678272 ENSP00000401306|ENSP00000344403 ENSP00000390251 1 1 9437 9437
34325 ENSG00000188738 FSIP2 2 + 5 5 186662254:186678272 186662254:186664424|186673861:186678272 ENSP00000401306|ENSP00000344403 ENSP00000390251 1 1 9437 9437
51773 ENSG00000188738 FSIP2 2 + 5 7 185797527:185813545 185797527:185799697|185809134:185813545 ENSP00000401306|ENSP00000344403 ENSP00000390251 1 1 9437 9437
67727 ENSG00000188738 FSIP2 2 + 4 6 185797527:185813545 185797527:185799697|185809134:185813545 ENSP00000401306 ENSP00000390251 1 1 9437 9437
2144 ENSG00000163092.19 XIRP2 chr2 + 7 7 167241911:167254032 167241911:167242569|167251948:167254032 ENSP00000386840.1|ENSP00000387255.1|ENSP00000486198.1 ENSP00000386981.1|ENSP00000386454.1|ENSP00000386619.1 1 1 9379 9379
18374 ENSG00000163092 XIRP2 2 + 9 0 168098421:168110542 168098421:168099079|168108458:168110542 ENSP00000295237|ENSP00000387255|ENSP00000386840 ENSP00000386454|ENSP00000386981|ENSP00000386619|ENSP00000386724|ENSP00000415541 1 1 9379 9379
34208 ENSG00000163092 XIRP2 2 + 8 8 168098421:168110542 168098421:168099079|168108458:168110542 ENSP00000387255|ENSP00000386840|ENSP00000295237 ENSP00000386724|ENSP00000386981|ENSP00000386454|ENSP00000415541|ENSP00000386619 1 1 9379 9379
51656 ENSG00000163092 XIRP2 2 + 7 7 167241911:167254032 167241911:167242569|167251948:167254032 ENSP00000387255|ENSP00000486198|ENSP00000386840 ENSP00000386981|ENSP00000386454|ENSP00000386619 1 1 9379 9379
67611 ENSG00000163092 XIRP2 2 + 7 7 167241911:167254032 167241911:167242569|167251948:167254032 ENSP00000387255|ENSP00000486198|ENSP00000386840 ENSP00000386981|ENSP00000386454|ENSP00000386619 1 1 9379 9379
793 ENSG00000271425.6 NBPF10 chr1 - 7 7 146066562:146122283 146066562:146067180|146067289:146068003|146068176:146068772|146068824:146069543|146069716:146070324|146070433:146071147|146071320:146071968|146072020:146072729|146072902:146073500|146073552:146074271|146074444:146075046|146075155:146075869|146076042:146076706|146076758:146077467|146077640:146078236|146078288:146079007|146079180:146079782|146079891:146080605|146080778:146081436|146081488:146082197|146082370:146082966|146083018:146083737|146083910:146084518|146084627:146085341|146085514:146086164|146086216:146086924|146087097:146087693|146087745:146088464|146088637:146089239|146089348:146090062|146090235:146090881|146090933:146091642|146091815:146092411|146092463:146093182|146093355:146093957|146094066:146094780|146094953:146095603|146095655:146096364|146096537:146097133|146097185:146097904|146098077:146098679|146098788:146099502|146099675:146100325|146100377:146101086|146101259:146101855|146101907:146102626|146102799:146103401|146103510:146104224|146104397:146105043|146105095:146105804|146105977:146106573|146106625:146107344|146107517:146108119|146108228:146108942|146109115:146109751|146109803:146110512|146110685:146111281|146111333:146112054|146112227:146112829|146112938:146113652|146113825:146114469|146114521:146115230|146115403:146115999|146116051:146116772|146116945:146117547|146117656:146118370|146118543:146119195|146119247:146119956|146120129:146120725|146120777:146121498|146121671:146122283 ENSP00000463957.6 ENSP00000482792.1 70 70 8559 8559
50305 ENSG00000271425 NBPF10 1 - 7 7 146066562:146122283 146066562:146067180|146067289:146068003|146068176:146068772|146068824:146069543|146069716:146070324|146070433:146071147|146071320:146071968|146072020:146072729|146072902:146073500|146073552:146074271|146074444:146075046|146075155:146075869|146076042:146076706|146076758:146077467|146077640:146078236|146078288:146079007|146079180:146079782|146079891:146080605|146080778:146081436|146081488:146082197|146082370:146082966|146083018:146083737|146083910:146084518|146084627:146085341|146085514:146086164|146086216:146086924|146087097:146087693|146087745:146088464|146088637:146089239|146089348:146090062|146090235:146090881|146090933:146091642|146091815:146092411|146092463:146093182|146093355:146093957|146094066:146094780|146094953:146095603|146095655:146096364|146096537:146097133|146097185:146097904|146098077:146098679|146098788:146099502|146099675:146100325|146100377:146101086|146101259:146101855|146101907:146102626|146102799:146103401|146103510:146104224|146104397:146105043|146105095:146105804|146105977:146106573|146106625:146107344|146107517:146108119|146108228:146108942|146109115:146109751|146109803:146110512|146110685:146111281|146111333:146112054|146112227:146112829|146112938:146113652|146113825:146114469|146114521:146115230|146115403:146115999|146116051:146116772|146116945:146117547|146117656:146118370|146118543:146119195|146119247:146119956|146120129:146120725|146120777:146121498|146121671:146122283 ENSP00000463957 ENSP00000482792 70 70 8559 8559
798 ENSG00000271425.6 NBPF10 chr1 - 7 7 146066562:146120725 146066562:146067180|146067289:146068003|146068176:146068772|146068824:146069543|146069716:146070324|146070433:146071147|146071320:146071968|146072020:146072729|146072902:146073500|146073552:146074271|146074444:146075046|146075155:146075869|146076042:146076706|146076758:146077467|146077640:146078236|146078288:146079007|146079180:146079782|146079891:146080605|146080778:146081436|146081488:146082197|146082370:146082966|146083018:146083737|146083910:146084518|146084627:146085341|146085514:146086164|146086216:146086924|146087097:146087693|146087745:146088464|146088637:146089239|146089348:146090062|146090235:146090881|146090933:146091642|146091815:146092411|146092463:146093182|146093355:146093957|146094066:146094780|146094953:146095603|146095655:146096364|146096537:146097133|146097185:146097904|146098077:146098679|146098788:146099502|146099675:146100325|146100377:146101086|146101259:146101855|146101907:146102626|146102799:146103401|146103510:146104224|146104397:146105043|146105095:146105804|146105977:146106573|146106625:146107344|146107517:146108119|146108228:146108942|146109115:146109751|146109803:146110512|146110685:146111281|146111333:146112054|146112227:146112829|146112938:146113652|146113825:146114469|146114521:146115230|146115403:146115999|146116051:146116772|146116945:146117547|146117656:146118370|146118543:146119195|146119247:146119956|146120129:146120725 ENSP00000463957.6 ENSP00000477670.1 68 68 8334 8334
50311 ENSG00000271425 NBPF10 1 - 7 7 146066562:146120725 146066562:146067180|146067289:146068003|146068176:146068772|146068824:146069543|146069716:146070324|146070433:146071147|146071320:146071968|146072020:146072729|146072902:146073500|146073552:146074271|146074444:146075046|146075155:146075869|146076042:146076706|146076758:146077467|146077640:146078236|146078288:146079007|146079180:146079782|146079891:146080605|146080778:146081436|146081488:146082197|146082370:146082966|146083018:146083737|146083910:146084518|146084627:146085341|146085514:146086164|146086216:146086924|146087097:146087693|146087745:146088464|146088637:146089239|146089348:146090062|146090235:146090881|146090933:146091642|146091815:146092411|146092463:146093182|146093355:146093957|146094066:146094780|146094953:146095603|146095655:146096364|146096537:146097133|146097185:146097904|146098077:146098679|146098788:146099502|146099675:146100325|146100377:146101086|146101259:146101855|146101907:146102626|146102799:146103401|146103510:146104224|146104397:146105043|146105095:146105804|146105977:146106573|146106625:146107344|146107517:146108119|146108228:146108942|146109115:146109751|146109803:146110512|146110685:146111281|146111333:146112054|146112227:146112829|146112938:146113652|146113825:146114469|146114521:146115230|146115403:146115999|146116051:146116772|146116945:146117547|146117656:146118370|146118543:146119195|146119247:146119956|146120129:146120725 ENSP00000463957 ENSP00000477670 68 68 8334 8334
7081 ENSG00000198722.14 UNC13B chr9 + 9 11 35295931:35310467 35295931:35300166|35308413:35310467 ENSP00000490228.1 ENSP00000489581.1|ENSP00000380006.1|ENSP00000367756.3|ENSP00000479261.1 1 1 8247 8247
57006 ENSG00000198722 UNC13B 9 + 9 11 35295931:35310467 35295931:35300166|35308413:35310467 ENSP00000490228 ENSP00000479261|ENSP00000380006|ENSP00000367756|ENSP00000489581 1 1 8247 8247
73028 ENSG00000198722 UNC13B 9 + 9 11 35295931:35310467 35295931:35300166|35308413:35310467 ENSP00000490228 ENSP00000479261|ENSP00000380006|ENSP00000367756|ENSP00000489581 1 1 8247 8247
4564 ENSG00000038427.15 VCAN chr5 + 7 12 83512397:83545537 83512397:83519349|83522310:83545537|83512397:83537007|83542269:83545537|83522310:83537007 ENSP00000342768.4|ENSP00000425959.2|ENSP00000340062.5|ENSP00000265077.3 ENSP00000421362.2 1 2 2961 8223
19801 ENSG00000038427 VCAN 5 + 7 0 82808216:82841356 82808216:82832826|82838088:82841356|82808216:82815168|82818129:82841356|82818129:82832826 ENSP00000340062|ENSP00000425959|ENSP00000342768|ENSP00000265077 ENSP00000421362 1 2 2961 8223
36657 ENSG00000038427 VCAN 5 + 7 7 82808216:82841356 82808216:82832826|82838088:82841356|82808216:82815168|82818129:82841356|82818129:82832826 ENSP00000340062|ENSP00000425959|ENSP00000342768|ENSP00000265077 ENSP00000421362 1 2 2961 8223
54076 ENSG00000038427 VCAN 5 + 7 12 83512397:83545537 83512397:83537007|83542269:83545537|83512397:83519349|83522310:83545537|83522310:83537007 ENSP00000340062|ENSP00000425959|ENSP00000342768|ENSP00000265077 ENSP00000421362 1 2 2961 8223
70068 ENSG00000038427 VCAN 5 + 7 12 83512397:83545537 83512397:83537007|83542269:83545537|83512397:83519349|83522310:83545537|83522310:83537007 ENSP00000340062|ENSP00000425959|ENSP00000342768|ENSP00000265077 ENSP00000421362 1 2 2961 8223
86376 ENSMUSG00000021614 Vcan 13 - 8 8 89685193:89712205 89685193:89688285|89693502:89702918|89705798:89712205|89685193:89702918|89693502:89712205 ENSMUSP00000105173|ENSMUSP00000105171|ENSMUSP00000125446 ENSMUSP00000105170 1 2 2880 8097
7676 ENSG00000151150.21 ANK3 chr10 - 26 32 60068010:60080537 60068010:60068637|60076449:60080537|60068010:60073872|60076455:60080537 ENSP00000280772.1|ENSP00000477827.1 ENSP00000347436.2|ENSP00000362933.2|ENSP00000426258.1|ENSP00000425236.1|ENSP00000362926.1 1 1 2583 7812
16965 ENSG00000151150 ANK3 10 - 23 0 61827768:61840295 61827768:61828395|61836207:61840295 ENSP00000280772 ENSP00000426258|ENSP00000362933|ENSP00000408227|ENSP00000425236|ENSP00000362926|ENSP00000362923|ENSP00000347436|ENSP00000378711 1 1 7812 7812
40221 ENSG00000151150 ANK3 10 - 15 15 61827768:61840295 61827768:61828395|61836207:61840295 ENSP00000280772 ENSP00000362933|ENSP00000426258|ENSP00000425236|ENSP00000362926|ENSP00000347436 1 1 7812 7812
58593 ENSG00000151150 ANK3 10 - 26 32 60068010:60080537 60068010:60068637|60076449:60080537|60068010:60073872|60076455:60080537 ENSP00000280772|ENSP00000477827 ENSP00000426258|ENSP00000362933|ENSP00000425236|ENSP00000362926|ENSP00000347436 1 1 2583 7812
74641 ENSG00000151150 ANK3 10 - 26 32 60068010:60080537 60068010:60068637|60076449:60080537|60068010:60073872|60076455:60080537 ENSP00000280772|ENSP00000477827 ENSP00000426258|ENSP00000362933|ENSP00000425236|ENSP00000362926|ENSP00000347436 1 1 2583 7812
82200 ENSMUSG00000051747 Ttn 2 - 20 20 76818817:76857904 76818817:76831788|76831875:76847388|76847472:76847725|76847809:76857904|76818817:76847388|76847809:76854150|76854219:76854387|76854468:76856265|76856367:76857904|76818817:76826447|76826543:76826995|76827079:76831788|76847809:76850570|76850645:76851555|76851765:76852057|76852138:76854150|76818817:76821116|76821185:76822451|76822565:76826075|76826153:76826447|76827079:76827483|76827561:76827692|76827767:76827885|76827969:76828101|76828188:76828319|76828403:76828680|76828764:76828873|76828957:76832101|76832185:76832463|76832547:76832656|76832722:76839405|76839483:76840233|76840314:76841090|76841390:76841534|76841627:76841768|76841837:76842771|76842849:76843376|76843493:76844205|76844280:76845022|76845097:76846626|76846917:76847113|76847197:76847388|76847809:76848279|76848357:76848559|76848643:76848817|76849171:76849257|76849335:76849995|76850088:76850306|76850381:76850570|76852138:76852834|76852918:76853155|76853239:76853605|76853689:76853851|76853929:76854150|76856367:76856803|76856905:76857155|76857230:76857397|76857475:76857610|76857691:76857904|76828403:76828486|76828570:76828680|76828957:76829067|76829151:76829247|76829331:76829654|76829738:76829844|76829910:76830025|76830106:76830592|76830673:76830784|76830850:76832101|76832185:76832268|76832352:76832656|76832740:76833030|76833114:76833223|76833307:76833641|76833719:76838812|76838896:76839405|76841606:76841768|76849072:76849257|76822565:76822898|76822973:76823932|76824013:76824225|76824309:76825507|76825591:76825799|76825877:76826075|76830106:76830216|76830297:76830409|76830481:76830592|76830850:76830976|76831057:76831167|76831248:76831360|76831444:76831788|76831875:76832101|76832352:76832463|76832740:76832850|76832934:76833030|76833719:76833835|76833922:76834813|76834897:76835937|76836015:76836335|76836419:76836539|76836623:76836733|76836814:76838569|76838644:76838812|76845097:76846236|76846314:76846626|76854468:76857904 ENSMUSP00000115190|ENSMUSP00000118492|ENSMUSP00000118602|ENSMUSP00000107513|ENSMUSP00000116594|ENSMUSP00000097561|ENSMUSP00000121095|ENSMUSP00000107477 ENSMUSP00000123202 3 81 255 7371
24275 ENSG00000163386 NBPF10 1 + 7 0 145319797:145367714 145319797:145320511|145320620:145321230|145321403:145322124|145322176:145322772|145322945:145323654|145323706:145324348|145324521:145325235|145325344:145325952|145326125:145326846|145326898:145327493|145327666:145328375|145328433:145329079|145329252:145329966|145330075:145330683|145330856:145331575|145331627:145332223|145332396:145333105|145333157:145333797|145333970:145334684|145334793:145335389|145335562:145336281|145336333:145336929|145337102:145337811|145337863:145338517|145338690:145339404|145339513:145340109|145340282:145341001|145341053:145341649|145341822:145342531|145342583:145343241|145343414:145344128|145344237:145344833|145345006:145345725|145345777:145346373|145346546:145347255|145347307:145347965|145348138:145348852|145348961:145349563|145349736:145350455|145350507:145351103|145351276:145351985|145352037:145352685|145352858:145353572|145353681:145354295|145354468:145355187|145355239:145355837|145356010:145356719|145356771:145357417|145357590:145358304|145358413:145359015|145359188:145359907|145359959:145360555|145360728:145361449|145361501:145362097|145362270:145362979|145363031:145363679|145363852:145364566|145364675:145365287|145365460:145366179|145366231:145366827|145367000:145367714 ENSP00000345684 ENSP00000358345 60 60 7326 7326
780 ENSG00000162825.16 NBPF20 chr1 - 5 5 145291770:145336814 145291770:145292381|145292490:145293204|145293377:145294021|145294073:145294782|145294955:145295567|145295619:145296338|145296511:145297139|145297248:145297962|145298135:145298787|145298839:145299548|145299721:145300329|145300381:145301100|145301193:145302817|145302897:145303533|145303585:145304294|145304467:145305070|145305179:145305893|145306066:145306716|145306768:145307477|145307650:145308253|145308362:145309076|145309249:145309897|145309949:145310658|145310831:145311437|145311489:145312208|145312381:145313009|145313118:145313832|145314005:145314665|145314717:145315426|145315599:145316207|145316259:145316978|145317151:145317781|145317890:145318604|145318777:145319435|145319487:145320196|145320369:145320969|145321021:145321740|145321913:145322543|145322652:145323366|145323539:145324185|145324237:145324946|145325119:145325719|145325771:145326490|145326663:145327291|145327400:145328114|145328287:145328945|145328997:145329706|145329879:145330486|145330538:145331257|145331430:145332058|145332167:145332881|145333054:145333698|145333750:145334459|145334632:145335242|145335294:145336013|145336186:145336814|145301273:145301901|145302010:145302724 ENSP00000479291.1|ENSP00000358380.6 ENSP00000471335.4 55 56 6588 6870
50285 ENSG00000162825 NBPF20 1 - 5 5 145291770:145336814 145291770:145292381|145292490:145293204|145293377:145294021|145294073:145294782|145294955:145295567|145295619:145296338|145296511:145297139|145297248:145297962|145298135:145298787|145298839:145299548|145299721:145300329|145300381:145301100|145301193:145302817|145302897:145303533|145303585:145304294|145304467:145305070|145305179:145305893|145306066:145306716|145306768:145307477|145307650:145308253|145308362:145309076|145309249:145309897|145309949:145310658|145310831:145311437|145311489:145312208|145312381:145313009|145313118:145313832|145314005:145314665|145314717:145315426|145315599:145316207|145316259:145316978|145317151:145317781|145317890:145318604|145318777:145319435|145319487:145320196|145320369:145320969|145321021:145321740|145321913:145322543|145322652:145323366|145323539:145324185|145324237:145324946|145325119:145325719|145325771:145326490|145326663:145327291|145327400:145328114|145328287:145328945|145328997:145329706|145329879:145330486|145330538:145331257|145331430:145332058|145332167:145332881|145333054:145333698|145333750:145334459|145334632:145335242|145335294:145336013|145336186:145336814|145301273:145301901|145302010:145302724 ENSP00000479291|ENSP00000358380 ENSP00000471335 55 56 6588 6870
66225 ENSG00000162825 NBPF20 1 - 5 5 145291770:145336814 145291770:145292381|145292490:145293204|145293377:145294021|145294073:145294782|145294955:145295567|145295619:145296338|145296511:145297139|145297248:145297962|145298135:145298787|145298839:145299548|145299721:145300329|145300381:145301100|145301193:145302817|145302897:145303533|145303585:145304294|145304467:145305070|145305179:145305893|145306066:145306716|145306768:145307477|145307650:145308253|145308362:145309076|145309249:145309897|145309949:145310658|145310831:145311437|145311489:145312208|145312381:145313009|145313118:145313832|145314005:145314665|145314717:145315426|145315599:145316207|145316259:145316978|145317151:145317781|145317890:145318604|145318777:145319435|145319487:145320196|145320369:145320969|145321021:145321740|145321913:145322543|145322652:145323366|145323539:145324185|145324237:145324946|145325119:145325719|145325771:145326490|145326663:145327291|145327400:145328114|145328287:145328945|145328997:145329706|145329879:145330486|145330538:145331257|145331430:145332058|145332167:145332881|145333054:145333698|145333750:145334459|145334632:145335242|145335294:145336013|145336186:145336814|145301273:145301901|145302010:145302724 ENSP00000479291|ENSP00000358380 ENSP00000471335 55 56 6588 6870
12131 ENSG00000167522.14 ANKRD11 chr16 - 8 18 89275192:89288528 89275192:89279072|89285650:89286039|89286187:89288528 ENSP00000301030.4|ENSP00000367581.2 ENSP00000458043.1 2 2 6726 6726
22067 ENSG00000167522 ANKRD11 16 - 7 0 89341600:89354936 89341600:89345480|89352058:89352447|89352595:89354936 ENSP00000301030|ENSP00000367581 ENSP00000458043 2 2 6726 6726
44720 ENSG00000167522 ANKRD11 16 - 7 7 89341600:89354936 89341600:89345480|89352058:89352447|89352595:89354936 ENSP00000301030|ENSP00000367581 ENSP00000458043 2 2 6726 6726
62056 ENSG00000167522 ANKRD11 16 - 8 18 89275192:89288528 89275192:89279072|89285650:89286039|89286187:89288528 ENSP00000301030|ENSP00000367581 ENSP00000458043 2 2 6726 6726
78131 ENSG00000167522 ANKRD11 16 - 8 18 89275192:89288528 89275192:89279072|89285650:89286039|89286187:89288528 ENSP00000301030|ENSP00000367581 ENSP00000458043 2 2 6726 6726
24269 ENSG00000163386 NBPF10 1 + 7 0 145311155:145354295 145311155:145313334|145313507:145314216|145314268:145314904|145315077:145315791|145315900:145316512|145316685:145317406|145317458:145318054|145318227:145318936|145318988:145319624|145319797:145320511|145320620:145321230|145321403:145322124|145322176:145322772|145322945:145323654|145323706:145324348|145324521:145325235|145325344:145325952|145326125:145326846|145326898:145327493|145327666:145328375|145328433:145329079|145329252:145329966|145330075:145330683|145330856:145331575|145331627:145332223|145332396:145333105|145333157:145333797|145333970:145334684|145334793:145335389|145335562:145336281|145336333:145336929|145337102:145337811|145337863:145338517|145338690:145339404|145339513:145340109|145340282:145341001|145341053:145341649|145341822:145342531|145342583:145343241|145343414:145344128|145344237:145344833|145345006:145345725|145345777:145346373|145346546:145347255|145347307:145347965|145348138:145348852|145348961:145349563|145349736:145350455|145350507:145351103|145351276:145351985|145352037:145352685|145352858:145353572|145353681:145354295 ENSP00000345684 ENSP00000414194 52 52 6369 6369
32867 ENSG00000163386 NBPF10 1 + 7 7 145311155:145354295 145311155:145344833|145345006:145345725|145345777:145346373|145346546:145347255|145347307:145347965|145348138:145348852|145348961:145349563|145349736:145350455|145350507:145354295|145311155:145313334|145313507:145314216|145314268:145314904|145315077:145315791|145315900:145316512|145316685:145317406|145317458:145318054|145318227:145318936|145318988:145319624|145319797:145320511|145320620:145321230|145321403:145322124|145322176:145322772|145322945:145323654|145323706:145324348|145324521:145325235|145325344:145325952|145326125:145326846|145326898:145327493|145327666:145328375|145328433:145329079|145329252:145329966|145330075:145330683|145330856:145331575|145331627:145332223|145332396:145333105|145333157:145333797|145333970:145334684|145334793:145335389|145335562:145336281|145336333:145336929|145337102:145337811|145337863:145338517|145338690:145339404|145339513:145340109|145340282:145341001|145341053:145341649|145341822:145342531|145342583:145343241|145343414:145344128|145344237:145344833|145350507:145351103|145351276:145351985|145352037:145352685|145352858:145353572|145353681:145354295 ENSP00000474856|ENSP00000345684 ENSP00000358345 8 52 957 6369
27393 ENSG00000151914 DST 6 - 20 0 56465020:56475225 56465020:56466241|56466475:56467680|56467830:56468003|56468219:56468362|56468512:56468635|56474143:56475225|56466475:56466803|56466805:56467676 ENSP00000354508|ENSP00000359790|ENSP00000307959|ENSP00000393645|ENSP00000359805 ENSP00000400883|ENSP00000359824|ENSP00000244364 5 6 6258 6264
37435 ENSG00000151914 DST 6 - 19 19 56465020:56475225 56465020:56466241|56466475:56467680|56467830:56468003|56468219:56468362|56468512:56468635|56474143:56475225|56466475:56466803|56466805:56467676 ENSP00000354508|ENSP00000359790|ENSP00000307959|ENSP00000393645|ENSP00000359805 ENSP00000400883|ENSP00000359824|ENSP00000244364 5 6 6258 6264
5332 ENSG00000151914.19 DST chr6 - 19 35 56600222:56610427 56600222:56601443|56601677:56602882|56603032:56603205|56603421:56603564|56603714:56603837|56609345:56610427 ENSP00000354508.3 ENSP00000307959.7|ENSP00000400883.3|ENSP00000359824.2|ENSP00000244364.6 5 5 6258 6258
54844 ENSG00000151914 DST 6 - 19 35 56600222:56610427 56600222:56601443|56601677:56602882|56603032:56603205|56603421:56603564|56603714:56603837|56609345:56610427 ENSP00000354508 ENSP00000400883|ENSP00000359824|ENSP00000307959|ENSP00000244364 5 5 6258 6258
70848 ENSG00000151914 DST 6 - 19 35 56600222:56610427 56600222:56601443|56601677:56602882|56603032:56603205|56603421:56603564|56603714:56603837|56609345:56610427 ENSP00000354508 ENSP00000400883|ENSP00000359824|ENSP00000307959|ENSP00000244364 5 5 6258 6258
4103 ENSG00000145362.17 ANK2 chr4 + 19 27 113350250:113360823 113350250:113353045|113359300:113360823 ENSP00000264366.6|ENSP00000349588.4 ENSP00000426994.1|ENSP00000421067.1|ENSP00000378044.3|ENSP00000421023.2|ENSP00000426944.1|ENSP00000422853.1 1 1 6255 6255
29238 ENSG00000145362 ANK2 4 + 19 0 114271406:114281979 114271406:114274201|114280456:114281979 ENSP00000349588|ENSP00000264366 ENSP00000378044|ENSP00000421023|ENSP00000426994|ENSP00000421067|ENSP00000426944|ENSP00000422853 1 1 6255 6255
36186 ENSG00000145362 ANK2 4 + 17 17 114271406:114281979 114271406:114274201|114280456:114281979 ENSP00000349588|ENSP00000264366 ENSP00000378044|ENSP00000426944|ENSP00000421023|ENSP00000426994|ENSP00000422853|ENSP00000421067 1 1 6255 6255
