id symbol chr strand nprots ntrans SV WT WT_prots SV_prots min_skipped_exon max_skipped_exon min_skipped_bases max_skipped_bases
50303 ENSG00000271425 NBPF10 1 - 7 7 146066562:146103401 146066562:146067180|146067289:146068003|146068176:146068772|146068824:146069543|146069716:146070324|146070433:146071147|146071320:146071968|146072020:146072729|146072902:146073500|146073552:146074271|146074444:146075046|146075155:146075869|146076042:146076706|146076758:146077467|146077640:146078236|146078288:146079007|146079180:146079782|146079891:146080605|146080778:146081436|146081488:146082197|146082370:146082966|146083018:146083737|146083910:146084518|146084627:146085341|146085514:146086164|146086216:146086924|146087097:146087693|146087745:146088464|146088637:146089239|146089348:146090062|146090235:146090881|146090933:146091642|146091815:146092411|146092463:146093182|146093355:146093957|146094066:146094780|146094953:146095603|146095655:146096364|146096537:146097133|146097185:146097904|146098077:146098679|146098788:146099502|146099675:146100325|146100377:146101086|146101259:146101855|146101907:146102626|146102799:146103401|146066562:146093957|146098077:146101855 ENSP00000463957|ENSP00000478670 ENSP00000479934 8 46 957 5631
2635 ENSG00000150995.18 ITPR1 chr3 + 6 19 4653887:4806103 4653887:4658124|4658279:4660988|4661088:4662082|4662243:4663065|4663207:4665138|4665297:4667377|4667550:4669654|4669774:4670729|4670927:4673136|4673388:4674202|4674344:4675068|4675249:4676614|4676802:4680553|4680692:4681364|4681419:4683386|4683552:4683628|4683799:4684281|4684347:4685069|4685207:4688495|4688621:4691144|4691345:4693490|4693742:4697147|4697273:4699813|4699942:4702830|4702951:4706167|4706352:4710325|4710474:4711757|4711869:4717367|4717400:4725546|4725582:4727126|4727174:4733088|4733221:4735164|4735355:4766530|4766711:4768511|4768765:4775242|4775443:4777264|4777375:4779550|4779646:4782619|4782742:4783816|4783921:4787947|4788140:4795065|4795188:4800425|4800601:4806103|4675222:4676614|4711869:4733088 ENSP00000346595.7|ENSP00000349597.4 ENSP00000440564.1 39 42 5967 6111
24276 ENSG00000163386 NBPF10 1 + 7 0 145313507:145347255 145313507:145314216|145314268:145314904|145315077:145315791|145315900:145316512|145316685:145317406|145317458:145318054|145318227:145318936|145318988:145319624|145319797:145320511|145320620:145321230|145321403:145322124|145322176:145322772|145322945:145323654|145323706:145324348|145324521:145325235|145325344:145325952|145326125:145326846|145326898:145327493|145327666:145328375|145328433:145329079|145329252:145329966|145330075:145330683|145330856:145331575|145331627:145332223|145332396:145333105|145333157:145333797|145333970:145334684|145334793:145335389|145335562:145336281|145336333:145336929|145337102:145337811|145337863:145338517|145338690:145339404|145339513:145340109|145340282:145341001|145341053:145341649|145341822:145342531|145342583:145343241|145343414:145344128|145344237:145344833|145345006:145345725|145345777:145346373|145346546:145347255 ENSP00000345684 ENSP00000358344 42 42 5130 5130
27739 ENSG00000150995 ITPR1 3 + 9 0 4695571:4847787 4695571:4699808|4699963:4702672|4702772:4703766|4703927:4704749|4704891:4706822|4706981:4709061|4709234:4711338|4711458:4712413|4712611:4714820|4715072:4715886|4716028:4716752|4716906:4718298|4718486:4722237|4722376:4723048|4723107:4725074|4725236:4725312|4725483:4725965|4726031:4726753|4726891:4730179|4730305:4732828|4733029:4735174|4735426:4738831|4738957:4741497|4741626:4744514|4744635:4747851|4748036:4752009|4752158:4753441|4753553:4774772|4774905:4776848|4777039:4808214|4808395:4810195|4810449:4816926|4817127:4818948|4819059:4821234|4821330:4824303|4824426:4825500|4825605:4829631|4829824:4836749|4836872:4842109|4842285:4847787|4716933:4718298|4723103:4725070|4753553:4759051|4759084:4767230|4767266:4774769|4767266:4768810|4768858:4774772 ENSP00000405934|ENSP00000346595|ENSP00000349597|ENSP00000349029 ENSP00000440564 39 42 5967 6111
32868 ENSG00000163386 NBPF10 1 + 7 7 145313507:145347255 145313507:145314216|145314268:145314904|145315077:145315791|145315900:145316512|145316685:145317406|145317458:145318054|145318227:145318936|145318988:145319624|145319797:145320511|145320620:145321230|145321403:145322124|145322176:145322772|145322945:145323654|145323706:145324348|145324521:145325235|145325344:145325952|145326125:145326846|145326898:145327493|145327666:145328375|145328433:145329079|145329252:145329966|145330075:145330683|145330856:145331575|145331627:145332223|145332396:145333105|145333157:145333797|145333970:145334684|145334793:145335389|145335562:145336281|145336333:145336929|145337102:145337811|145337863:145338517|145338690:145339404|145339513:145340109|145340282:145341001|145341053:145341649|145341822:145342531|145342583:145343241|145343414:145344128|145344237:145344833|145345006:145345725|145345777:145346373|145346546:145347255 ENSP00000345684 ENSP00000358344 42 42 5130 5130
52145 ENSG00000150995 ITPR1 3 + 6 19 4653887:4806103 4653887:4658124|4658279:4660988|4661088:4662082|4662243:4663065|4663207:4665138|4665297:4667377|4667550:4669654|4669774:4670729|4670927:4673136|4673388:4674202|4674344:4675068|4675222:4676614|4676802:4680553|4680692:4681364|4681419:4683386|4683552:4683628|4683799:4684281|4684347:4685069|4685207:4688495|4688621:4691144|4691345:4693490|4693742:4697147|4697273:4699813|4699942:4702830|4702951:4706167|4706352:4710325|4710474:4711757|4711869:4733088|4733221:4735164|4735355:4766530|4766711:4768511|4768765:4775242|4775443:4777264|4777375:4779550|4779646:4782619|4782742:4783816|4783921:4787947|4788140:4795065|4795188:4800425|4800601:4806103|4675249:4676614|4711869:4717367|4717400:4725546|4725582:4727126|4727174:4733088 ENSP00000349597|ENSP00000346595 ENSP00000440564 39 42 5967 6111
68099 ENSG00000150995 ITPR1 3 + 6 19 4653887:4806103 4653887:4658124|4658279:4660988|4661088:4662082|4662243:4663065|4663207:4665138|4665297:4667377|4667550:4669654|4669774:4670729|4670927:4673136|4673388:4674202|4674344:4675068|4675222:4676614|4676802:4680553|4680692:4681364|4681419:4683386|4683552:4683628|4683799:4684281|4684347:4685069|4685207:4688495|4688621:4691144|4691345:4693490|4693742:4697147|4697273:4699813|4699942:4702830|4702951:4706167|4706352:4710325|4710474:4711757|4711869:4733088|4733221:4735164|4735355:4766530|4766711:4768511|4768765:4775242|4775443:4777264|4777375:4779550|4779646:4782619|4782742:4783816|4783921:4787947|4788140:4795065|4795188:4800425|4800601:4806103|4675249:4676614|4711869:4717367|4717400:4725546|4725582:4727126|4727174:4733088 ENSP00000349597|ENSP00000346595 ENSP00000440564 39 42 5967 6111
34708 ENSG00000150995 ITPR1 3 + 7 7 4695571:4847787 4695571:4699808|4699963:4702672|4702772:4703766|4703927:4704749|4704891:4706822|4706981:4709061|4709234:4711338|4711458:4712413|4712611:4714820|4715072:4715886|4716028:4716752|4716906:4718298|4718486:4722237|4722376:4723048|4723107:4725074|4725236:4725312|4725483:4725965|4726031:4726753|4726891:4730179|4730305:4732828|4733029:4735174|4735426:4738831|4738957:4741497|4741626:4744514|4744635:4747851|4748036:4752009|4752158:4753441|4753553:4774772|4774905:4776848|4777039:4808214|4808395:4810195|4810449:4816926|4817127:4818948|4819059:4821234|4821330:4824303|4824426:4825500|4825605:4829631|4829824:4836749|4836872:4842109|4842285:4847787|4723103:4725070|4716933:4718298|4753553:4759051|4759084:4767230|4767266:4774769 ENSP00000405934|ENSP00000349597|ENSP00000346595 ENSP00000440564 39 41 5967 6066
32860 ENSG00000163386 NBPF10 1 + 7 7 145311155:145344833 145311155:145313334|145313507:145314216|145314268:145314904|145315077:145315791|145315900:145316512|145316685:145317406|145317458:145318054|145318227:145318936|145318988:145319624|145319797:145320511|145320620:145321230|145321403:145322124|145322176:145322772|145322945:145323654|145323706:145324348|145324521:145325235|145325344:145325952|145326125:145326846|145326898:145327493|145327666:145328375|145328433:145329079|145329252:145329966|145330075:145330683|145330856:145331575|145331627:145332223|145332396:145333105|145333157:145333797|145333970:145334684|145334793:145335389|145335562:145336281|145336333:145336929|145337102:145337811|145337863:145338517|145338690:145339404|145339513:145340109|145340282:145341001|145341053:145341649|145341822:145342531|145342583:145343241|145343414:145344128|145344237:145344833 ENSP00000345684 ENSP00000474856 40 40 4905 4905
775 ENSG00000162825.16 NBPF20 chr1 - 5 5 145321021:145350291 145321021:145321740|145321913:145322543|145322652:145323366|145323539:145324185|145324237:145324946|145325119:145325719|145325771:145326490|145326663:145327291|145327400:145328114|145328287:145328945|145328997:145329706|145329879:145330486|145330538:145331257|145331430:145332058|145332167:145332881|145333054:145333698|145333750:145334459|145334632:145335242|145335294:145336013|145336186:145336814|145336923:145337637|145337810:145338454|145338506:145339215|145339388:145339996|145340048:145340767|145340940:145341564|145341673:145342387|145342560:145343208|145343260:145343969|145344142:145344750|145344802:145345521|145345694:145346322|145346431:145347145|145347318:145347978|145348030:145348739|145348912:145349520|145349572:145350291 ENSP00000479291.1|ENSP00000358380.6 ENSP00000481516.1 36 36 4392 4392
847 ENSG00000271383.6 NBPF19 chr1 + 6 6 149488957:149518110 149488957:149489561|149489734:149490443|149490495:149491139|149491312:149492026|149492135:149492768|149492941:149493660|149493712:149494318|149494491:149495200|149495252:149495902|149496075:149496789|149496898:149497525|149497698:149498417|149498469:149499073|149499246:149499955|149500007:149500657|149500830:149501544|149501653:149502286|149502459:149503178|149503230:149503834|149504007:149504716|149504768:149505418|149505591:149506305|149506414:149507047|149507220:149507939|149507991:149508595|149508768:149509477|149509529:149510179|149510352:149511066|149511175:149511808|149511981:149512700|149512752:149513356|149513529:149514238|149514290:149514936|149515109:149515822|149515931:149516564|149516737:149517456|149517508:149518110 ENSP00000478752.1 ENSP00000358229.7 36 36 4392 4392
50293 ENSG00000162825 NBPF20 1 - 5 5 145321021:145350291 145321021:145321740|145321913:145322543|145322652:145323366|145323539:145324185|145324237:145324946|145325119:145325719|145325771:145326490|145326663:145327291|145327400:145328114|145328287:145328945|145328997:145329706|145329879:145330486|145330538:145331257|145331430:145332058|145332167:145332881|145333054:145333698|145333750:145334459|145334632:145335242|145335294:145336013|145336186:145336814|145336923:145337637|145337810:145338454|145338506:145339215|145339388:145339996|145340048:145340767|145340940:145341564|145341673:145342387|145342560:145343208|145343260:145343969|145344142:145344750|145344802:145345521|145345694:145346322|145346431:145347145|145347318:145347978|145348030:145348739|145348912:145349520|145349572:145350291 ENSP00000479291|ENSP00000358380 ENSP00000481516 36 36 4392 4392
50359 ENSG00000271383 NBPF19 1 + 6 6 149488957:149518110 149488957:149489561|149489734:149490443|149490495:149491139|149491312:149492026|149492135:149492768|149492941:149493660|149493712:149494318|149494491:149495200|149495252:149495902|149496075:149496789|149496898:149497525|149497698:149498417|149498469:149499073|149499246:149499955|149500007:149500657|149500830:149501544|149501653:149502286|149502459:149503178|149503230:149503834|149504007:149504716|149504768:149505418|149505591:149506305|149506414:149507047|149507220:149507939|149507991:149508595|149508768:149509477|149509529:149510179|149510352:149511066|149511175:149511808|149511981:149512700|149512752:149513356|149513529:149514238|149514290:149514936|149515109:149515822|149515931:149516564|149516737:149517456|149517508:149518110 ENSP00000478752 ENSP00000358229 36 36 4392 4392
66233 ENSG00000162825 NBPF20 1 - 5 5 145321021:145350291 145321021:145321740|145321913:145322543|145322652:145323366|145323539:145324185|145324237:145324946|145325119:145325719|145325771:145326490|145326663:145327291|145327400:145328114|145328287:145328945|145328997:145329706|145329879:145330486|145330538:145331257|145331430:145332058|145332167:145332881|145333054:145333698|145333750:145334459|145334632:145335242|145335294:145336013|145336186:145336814|145336923:145337637|145337810:145338454|145338506:145339215|145339388:145339996|145340048:145340767|145340940:145341564|145341673:145342387|145342560:145343208|145343260:145343969|145344142:145344750|145344802:145345521|145345694:145346322|145346431:145347145|145347318:145347978|145348030:145348739|145348912:145349520|145349572:145350291 ENSP00000479291|ENSP00000358380 ENSP00000481516 36 36 4392 4392
66288 ENSG00000271383 NBPF19 1 + 6 6 149488957:149518110 149488957:149489561|149489734:149490443|149490495:149491139|149491312:149492026|149492135:149492768|149492941:149493660|149493712:149494318|149494491:149495200|149495252:149495902|149496075:149496789|149496898:149497525|149497698:149498417|149498469:149499073|149499246:149499955|149500007:149500657|149500830:149501544|149501653:149502286|149502459:149503178|149503230:149503834|149504007:149504716|149504768:149505418|149505591:149506305|149506414:149507047|149507220:149507939|149507991:149508595|149508768:149509477|149509529:149510179|149510352:149511066|149511175:149511808|149511981:149512700|149512752:149513356|149513529:149514238|149514290:149514936|149515109:149515822|149515931:149516564|149516737:149517456|149517508:149518110 ENSP00000478752 ENSP00000358229 36 36 4392 4392
795 ENSG00000271425.6 NBPF10 chr1 - 7 7 146066562:146093957 146066562:146067180|146067289:146068003|146068176:146068772|146068824:146069543|146069716:146070324|146070433:146071147|146071320:146071968|146072020:146072729|146072902:146073500|146073552:146074271|146074444:146075046|146075155:146075869|146076042:146076706|146076758:146077467|146077640:146078236|146078288:146079007|146079180:146079782|146079891:146080605|146080778:146081436|146081488:146082197|146082370:146082966|146083018:146083737|146083910:146084518|146084627:146085341|146085514:146086164|146086216:146086924|146087097:146087693|146087745:146088464|146088637:146089239|146089348:146090062|146090235:146090881|146090933:146091642|146091815:146092411|146092463:146093182|146093355:146093957 ENSP00000463957.6 ENSP00000478670.1 34 34 4167 4167
18122 ENSG00000135976 ANKRD36 2 + 7 0 97792872:97862330 97792872:97808377|97808406:97808500|97808573:97810255|97810284:97810377|97810450:97812223|97812254:97815032|97815099:97817616|97817677:97818241|97818272:97820412|97820479:97823844|97823905:97824325|97824393:97827836|97827876:97830020|97830049:97830134|97830207:97833314|97833343:97833432|97833505:97845475|97845504:97845598|97845671:97847335|97847364:97847458|97847531:97849196|97849225:97849319|97849392:97851053|97851082:97851175|97851248:97852935|97852964:97853066|97853139:97854824|97854853:97854955|97855028:97856715|97856744:97856846|97856919:97858595|97858624:97858718|97858791:97860463|97860492:97860582|97860655:97862330 ENSP00000391950|ENSP00000419530 ENSP00000377149 34 34 1752 1752
50307 ENSG00000271425 NBPF10 1 - 7 7 146066562:146093957 146066562:146067180|146067289:146068003|146068176:146068772|146068824:146069543|146069716:146070324|146070433:146071147|146071320:146071968|146072020:146072729|146072902:146073500|146073552:146074271|146074444:146075046|146075155:146075869|146076042:146076706|146076758:146077467|146077640:146078236|146078288:146079007|146079180:146079782|146079891:146080605|146080778:146081436|146081488:146082197|146082370:146082966|146083018:146083737|146083910:146084518|146084627:146085341|146085514:146086164|146086216:146086924|146087097:146087693|146087745:146088464|146088637:146089239|146089348:146090062|146090235:146090881|146090933:146091642|146091815:146092411|146092463:146093182|146093355:146093957 ENSP00000463957 ENSP00000478670 34 34 4167 4167
15522 ENSG00000198947.15 DMD chrX - 21 32 32364711:33020139 32364711:32365020|32365200:32380510|32380681:32386310|32386466:32389501|32389675:32390071|32390182:32411752|32411914:32438241|32438391:32441180|32441315:32448456|32448639:32454662|32454833:32463439|32463595:32464586|32464700:32468498|32468711:32472164|32472310:32484919|32485100:32491277|32491519:32501755|32501843:32518008|32518132:32545159|32545335:32565702|32565882:32573530|32573638:32573745|32573847:32595757|32595877:32614303|32614454:32644132|32644314:32644964|32645153:32697870|32697999:32699112|32699294:32809493|32809612:32816468|32816641:32823295|32823388:32844783|32844861:32849728|32849821:33020139|32365200:33020139 ENSP00000354923.3|ENSP00000399897.1|ENSP00000478150.1|ENSP00000479270.1|ENSP00000367948.2 ENSP00000388559.1 1 33 180 4932
22369 ENSG00000198947 DMD X - 25 0 32382828:33038256 32382828:32383137|32383317:32398627|32398798:32404427|32404583:32407618|32407792:32408188|32408299:32429869|32430031:32456358|32456508:32459297|32459432:32466573|32466756:32472779|32472950:32481556|32481712:32482703|32482817:32486615|32486828:32490281|32490427:32503036|32503217:32509394|32509636:32519872|32519960:32536125|32536249:32563276|32563452:32583819|32583999:32591647|32591755:32591862|32591964:32613874|32613994:32632420|32632571:32662249|32662431:32663081|32663270:32715987|32716116:32717229|32717411:32827610|32827729:32834585|32834758:32841412|32841505:32862900|32862978:32867845|32867938:33038256|32383317:33038256 ENSP00000367948|ENSP00000399897|ENSP00000354923|ENSP00000439741|ENSP00000437566 ENSP00000388559 1 33 180 4932
38594 ENSG00000198947 DMD X - 19 19 32382828:33038256 32382828:32383137|32383317:32398627|32398798:32404427|32404583:32407618|32407792:32408188|32408299:32429869|32430031:32456358|32456508:32459297|32459432:32466573|32466756:32472779|32472950:32481556|32481712:32482703|32482817:32486615|32486828:32490281|32490427:32503036|32503217:32509394|32509636:32519872|32519960:32536125|32536249:32563276|32563452:32583819|32583999:32591647|32591755:32591862|32591964:32613874|32613994:32632420|32632571:32662249|32662431:32663081|32663270:32715987|32716116:32717229|32717411:32827610|32827729:32834585|32834758:32841412|32841505:32862900|32862978:32867845|32867938:33038256|32383317:33038256 ENSP00000367948|ENSP00000399897|ENSP00000354923 ENSP00000388559 1 33 180 4932
55993 ENSG00000198947 DMD X - 21 32 32364711:33020139 32364711:32365020|32365200:32380510|32380681:32386310|32386466:32389501|32389675:32390071|32390182:32411752|32411914:32438241|32438391:32441180|32441315:32448456|32448639:32454662|32454833:32463439|32463595:32464586|32464700:32468498|32468711:32472164|32472310:32484919|32485100:32491277|32491519:32501755|32501843:32518008|32518132:32545159|32545335:32565702|32565882:32573530|32573638:32573745|32573847:32595757|32595877:32614303|32614454:32644132|32644314:32644964|32645153:32697870|32697999:32699112|32699294:32809493|32809612:32816468|32816641:32823295|32823388:32844783|32844861:32849728|32849821:33020139|32365200:33020139 ENSP00000478150|ENSP00000367948|ENSP00000399897|ENSP00000479270|ENSP00000354923 ENSP00000388559 1 33 180 4932
72001 ENSG00000198947 DMD X - 21 32 32364711:33020139 32364711:32365020|32365200:32380510|32380681:32386310|32386466:32389501|32389675:32390071|32390182:32411752|32411914:32438241|32438391:32441180|32441315:32448456|32448639:32454662|32454833:32463439|32463595:32464586|32464700:32468498|32468711:32472164|32472310:32484919|32485100:32491277|32491519:32501755|32501843:32518008|32518132:32545159|32545335:32565702|32565882:32573530|32573638:32573745|32573847:32595757|32595877:32614303|32614454:32644132|32644314:32644964|32645153:32697870|32697999:32699112|32699294:32809493|32809612:32816468|32816641:32823295|32823388:32844783|32844861:32849728|32849821:33020139|32365200:33020139 ENSP00000478150|ENSP00000367948|ENSP00000399897|ENSP00000479270|ENSP00000354923 ENSP00000388559 1 33 180 4932
15518 ENSG00000198947.15 DMD chrX - 21 32 32365200:33020139 32365200:32380510|32380681:32386310|32386466:32389501|32389675:32390071|32390182:32411752|32411914:32438241|32438391:32441180|32441315:32448456|32448639:32454662|32454833:32463439|32463595:32464586|32464700:32468498|32468711:32472164|32472310:32484919|32485100:32491277|32491519:32501755|32501843:32518008|32518132:32545159|32545335:32565702|32565882:32573530|32573638:32573745|32573847:32595757|32595877:32614303|32614454:32644132|32644314:32644964|32645153:32697870|32697999:32699112|32699294:32809493|32809612:32816468|32816641:32823295|32823388:32844783|32844861:32849728|32849821:33020139 ENSP00000354923.3|ENSP00000478150.1|ENSP00000479270.1|ENSP00000367948.2 ENSP00000399897.1 32 32 4752 4752
22368 ENSG00000198947 DMD X - 25 0 32383317:33038256 32383317:32398627|32398798:32404427|32404583:32407618|32407792:32408188|32408299:32429869|32430031:32456358|32456508:32459297|32459432:32466573|32466756:32472779|32472950:32481556|32481712:32482703|32482817:32486615|32486828:32490281|32490427:32503036|32503217:32509394|32509636:32519872|32519960:32536125|32536249:32563276|32563452:32583819|32583999:32591647|32591755:32591862|32591964:32613874|32613994:32632420|32632571:32662249|32662431:32663081|32663270:32715987|32716116:32717229|32717411:32827610|32827729:32834585|32834758:32841412|32841505:32862900|32862978:32867845|32867938:33038256 ENSP00000367948|ENSP00000354923|ENSP00000439741|ENSP00000437566 ENSP00000399897 32 32 4752 4752
38593 ENSG00000198947 DMD X - 19 19 32383317:33038256 32383317:32398627|32398798:32404427|32404583:32407618|32407792:32408188|32408299:32429869|32430031:32456358|32456508:32459297|32459432:32466573|32466756:32472779|32472950:32481556|32481712:32482703|32482817:32486615|32486828:32490281|32490427:32503036|32503217:32509394|32509636:32519872|32519960:32536125|32536249:32563276|32563452:32583819|32583999:32591647|32591755:32591862|32591964:32613874|32613994:32632420|32632571:32662249|32662431:32663081|32663270:32715987|32716116:32717229|32717411:32827610|32827729:32834585|32834758:32841412|32841505:32862900|32862978:32867845|32867938:33038256 ENSP00000367948|ENSP00000354923 ENSP00000399897 32 32 4752 4752
55992 ENSG00000198947 DMD X - 21 32 32365200:33020139 32365200:32380510|32380681:32386310|32386466:32389501|32389675:32390071|32390182:32411752|32411914:32438241|32438391:32441180|32441315:32448456|32448639:32454662|32454833:32463439|32463595:32464586|32464700:32468498|32468711:32472164|32472310:32484919|32485100:32491277|32491519:32501755|32501843:32518008|32518132:32545159|32545335:32565702|32565882:32573530|32573638:32573745|32573847:32595757|32595877:32614303|32614454:32644132|32644314:32644964|32645153:32697870|32697999:32699112|32699294:32809493|32809612:32816468|32816641:32823295|32823388:32844783|32844861:32849728|32849821:33020139 ENSP00000478150|ENSP00000367948|ENSP00000479270|ENSP00000354923 ENSP00000399897 32 32 4752 4752
72000 ENSG00000198947 DMD X - 21 32 32365200:33020139 32365200:32380510|32380681:32386310|32386466:32389501|32389675:32390071|32390182:32411752|32411914:32438241|32438391:32441180|32441315:32448456|32448639:32454662|32454833:32463439|32463595:32464586|32464700:32468498|32468711:32472164|32472310:32484919|32485100:32491277|32491519:32501755|32501843:32518008|32518132:32545159|32545335:32565702|32565882:32573530|32573638:32573745|32573847:32595757|32595877:32614303|32614454:32644132|32644314:32644964|32645153:32697870|32697999:32699112|32699294:32809493|32809612:32816468|32816641:32823295|32823388:32844783|32844861:32849728|32849821:33020139 ENSP00000478150|ENSP00000367948|ENSP00000479270|ENSP00000354923 ENSP00000399897 32 32 4752 4752
849 ENSG00000271383.6 NBPF19 chr1 + 6 6 149530170:149554495 149530170:149530799|149530972:149531691|149531743:149532345|149532518:149533227|149533279:149533925|149534098:149534812|149534921:149535554|149535727:149536446|149536498:149537100|149537273:149537982|149538034:149538676|149538849:149539563|149539672:149540301|149540474:149541193|149541245:149541853|149542026:149542735|149542787:149543413|149543586:149544300|149544409:149545038|149545211:149545930|149545982:149546590|149546763:149547472|149547524:149548150|149548323:149549037|149549146:149549775|149549948:149550667|149550719:149551327|149551500:149552209|149552261:149552887|149553060:149553774|149553883:149554495 ENSP00000478752.1 ENSP00000358229.7 30 30 3660 3660
3162 ENSG00000154175.16 ABI3BP chr3 - 22 29 100813736:100862311 100813736:100815912|100815972:100816688|100816769:100817436|100817496:100818525|100818582:100820220|100820304:100821054|100821114:100822589|100822673:100823458|100823515:100824858|100824942:100825785|100825845:100828393|100828453:100829581|100829665:100830578|100830635:100832264|100832351:100833125|100833158:100834684|100834774:100835601|100835661:100837124|100837172:100838210|100838285:100838402|100838465:100839569|100839617:100840072|100840165:100840820|100840859:100841998|100842040:100846372|100846447:100847602|100847674:100848801|100848876:100850045|100850120:100850660|100850735:100851875|100851941:100862311 ENSP00000420524.1 ENSP00000432069.1 30 30 2004 2004
28275 ENSG00000154175 ABI3BP 3 - 25 0 100532580:100581155 100532580:100534756|100534816:100535532|100535613:100536280|100536340:100537369|100537426:100539064|100539148:100539898|100539958:100541433|100541517:100542302|100542359:100543702|100543786:100544629|100544689:100547237|100547297:100548425|100548509:100549422|100549479:100551108|100551195:100551969|100552002:100553528|100553618:100554445|100554505:100555968|100556016:100557054|100557129:100557246|100557309:100558413|100558461:100558916|100559009:100559664|100559703:100560842|100560884:100565216|100565291:100566446|100566518:100567645|100567720:100568889|100568964:100569504|100569579:100570719|100570785:100581155 ENSP00000420524 ENSP00000432069 30 30 2004 2004
35240 ENSG00000154175 ABI3BP 3 - 23 23 100532580:100581155 100532580:100534756|100534816:100535532|100535613:100536280|100536340:100537369|100537426:100539064|100539148:100539898|100539958:100541433|100541517:100542302|100542359:100543702|100543786:100544629|100544689:100547237|100547297:100548425|100548509:100549422|100549479:100551108|100551195:100551969|100552002:100553528|100553618:100554445|100554505:100555968|100556016:100557054|100557129:100557246|100557309:100558413|100558461:100558916|100559009:100559664|100559703:100560842|100560884:100565216|100565291:100566446|100566518:100567645|100567720:100568889|100568964:100569504|100569579:100570719|100570785:100581155 ENSP00000420524 ENSP00000432069 30 30 2004 2004
50361 ENSG00000271383 NBPF19 1 + 6 6 149530170:149554495 149530170:149530799|149530972:149531691|149531743:149532345|149532518:149533227|149533279:149533925|149534098:149534812|149534921:149535554|149535727:149536446|149536498:149537100|149537273:149537982|149538034:149538676|149538849:149539563|149539672:149540301|149540474:149541193|149541245:149541853|149542026:149542735|149542787:149543413|149543586:149544300|149544409:149545038|149545211:149545930|149545982:149546590|149546763:149547472|149547524:149548150|149548323:149549037|149549146:149549775|149549948:149550667|149550719:149551327|149551500:149552209|149552261:149552887|149553060:149553774|149553883:149554495 ENSP00000478752 ENSP00000358229 30 30 3660 3660
52676 ENSG00000154175 ABI3BP 3 - 22 29 100813736:100862311 100813736:100815912|100815972:100816688|100816769:100817436|100817496:100818525|100818582:100820220|100820304:100821054|100821114:100822589|100822673:100823458|100823515:100824858|100824942:100825785|100825845:100828393|100828453:100829581|100829665:100830578|100830635:100832264|100832351:100833125|100833158:100834684|100834774:100835601|100835661:100837124|100837172:100838210|100838285:100838402|100838465:100839569|100839617:100840072|100840165:100840820|100840859:100841998|100842040:100846372|100846447:100847602|100847674:100848801|100848876:100850045|100850120:100850660|100850735:100851875|100851941:100862311 ENSP00000420524 ENSP00000432069 30 30 2004 2004
66290 ENSG00000271383 NBPF19 1 + 6 6 149530170:149554495 149530170:149530799|149530972:149531691|149531743:149532345|149532518:149533227|149533279:149533925|149534098:149534812|149534921:149535554|149535727:149536446|149536498:149537100|149537273:149537982|149538034:149538676|149538849:149539563|149539672:149540301|149540474:149541193|149541245:149541853|149542026:149542735|149542787:149543413|149543586:149544300|149544409:149545038|149545211:149545930|149545982:149546590|149546763:149547472|149547524:149548150|149548323:149549037|149549146:149549775|149549948:149550667|149550719:149551327|149551500:149552209|149552261:149552887|149553060:149553774|149553883:149554495 ENSP00000478752 ENSP00000358229 30 30 3660 3660
68631 ENSG00000154175 ABI3BP 3 - 22 29 100813736:100862311 100813736:100815912|100815972:100816688|100816769:100817436|100817496:100818525|100818582:100820220|100820304:100821054|100821114:100822589|100822673:100823458|100823515:100824858|100824942:100825785|100825845:100828393|100828453:100829581|100829665:100830578|100830635:100832264|100832351:100833125|100833158:100834684|100834774:100835601|100835661:100837124|100837172:100838210|100838285:100838402|100838465:100839569|100839617:100840072|100840165:100840820|100840859:100841998|100842040:100846372|100846447:100847602|100847674:100848801|100848876:100850045|100850120:100850660|100850735:100851875|100851941:100862311 ENSP00000420524 ENSP00000432069 30 30 2004 2004
82171 ENSMUSG00000051747 Ttn 2 - 20 20 76818817:76831788 76818817:76826447|76826543:76826995|76827079:76831788|76818817:76821116|76821185:76822451|76822565:76822898|76822973:76823932|76824013:76824225|76824309:76825507|76825591:76825799|76825877:76826075|76826153:76826447|76827079:76827483|76827561:76827692|76827767:76827885|76827969:76828101|76828188:76828319|76828403:76828486|76828570:76828680|76828764:76828873|76828957:76829067|76829151:76829247|76829331:76829654|76829738:76829844|76829910:76830025|76830106:76830216|76830297:76830409|76830481:76830592|76830673:76830784|76830850:76830976|76831057:76831167|76831248:76831360|76831444:76831788 ENSMUSP00000118602|ENSMUSP00000097561 ENSMUSP00000115190|ENSMUSP00000117447|ENSMUSP00000121095 2 30 180 2448
